"","DataZone","A Road","B Road","Local Access Road","Local Road","Minor Road","Motorway","Restricted Local Access Road","Secondary Access Road"
"1518","S01008023",1322.3,0,0,2248.98,26.98,0,195.22,0
"1519","S01008024",1760.38,720.21,1548.48,4295.43,0,0,773.14,0
"1520","S01008025",0,155.82,0,1759.46,0,0,0,0
"1521","S01008026",0,1555.99,65.22,2239.72,337.33,0,212.93,227.66
"1522","S01008027",0,860.63,0,1698.77,0,0,2859.77,39.45
"1523","S01008028",0,963.77,0,1355.08,511.02,0,198.47,66.96
"1524","S01008029",7075.68,8515.46,410.79,8568.54,19841.77,0,19038.22,168.01
"1525","S01008030",592.38,957.89,0,2576.94,767.96,0,653.3,0
"1526","S01008031",403.86,101.65,0,2035.93,365.06,0,102.64,79.01
"1527","S01008032",0,0,0,2535.95,257.03,0,39.28,137.59
"1528","S01008033",7442.55,1600.15,611.7,4326.13,3586.43,0,8207.8,3.49
"1529","S01008034",0,0,0,1618.95,694.15,0,0,28.88
"1530","S01008035",0,0,0,1926.58,544.54,0,0,184.93
"1531","S01008036",0,0,0,965.57,108.71,0,530.95,1072.28
"1532","S01008037",0,546.87,0,3085.12,504.69,0,0,121.81
"1533","S01008038",0,0,0,1578.19,0,0,99.44,0
"1534","S01008039",0,0,0,3275.76,766.29,0,0,5.47
"1535","S01008040",82.77,0,106.11,4003.55,2884.8,0,4482.66,39.26
"1536","S01008041",0,0,0,1624.27,588.89,0,59.37,36.9
"1537","S01008042",0,0,118.31,2972.17,537.12,0,442.15,0
"1538","S01008043",518.22,0,0,3923.95,397.39,0,982.84,211.05
"1539","S01008044",715.25,2.46,0,3144.21,318.94,0,280.11,303.52
"1540","S01008045",6786.51,1127.7,90.06,5663.28,12521.1,0,9800.4,41.86
"1541","S01008046",42.62,1143.61,540.38,2340.7,403.2,0,246.25,0
"1542","S01008047",0,273.59,0,2661.34,0,0,0,98.76
"1543","S01008048",0,215.49,0,3025.33,0,0,0,0
"1544","S01008049",217.23,111.78,97.12,3475.07,0,0,23.19,73.69
"1545","S01008050",0,0,0,2851.75,0,0,0,0
"1546","S01008051",169.4,0,0,1970.72,0,0,72.02,204.11
"1547","S01008052",800.14,0,0,3180.31,764.5,0,337.29,113.28
"1548","S01008053",209.15,0,0,1976.72,537.6,0,141.44,0
"1549","S01008054",1116.13,58.69,0,2651.1,594.46,0,604.45,155.89
"1550","S01008055",0,0,0,4305.21,249.62,0,0,540.77
"1551","S01008056",363.69,0,0,2702.19,0,0,271.32,0
"1552","S01008057",196.45,0,0,3653.96,0,0,0,0
"1553","S01008058",0,373.04,0,3471.44,287.8,0,117.56,0
"1554","S01008059",0,0,0,1593.54,689.09,0,0,175.43
"1555","S01008060",187.35,683.99,0,2244.54,1664.84,0,141.92,0
"1556","S01008061",338.82,0,0,2240.67,179.41,0,132.54,132.3
"1557","S01008062",372.93,0,0,2156.59,565.79,0,0,704.27
"1558","S01008063",100.41,0,0,2908.96,0,0,72.3,0
"1559","S01008064",431.73,0,0,1970.27,1.46,0,0,0
"1560","S01008065",209.06,0,0,3258.17,0,0,40.77,0
"1561","S01008066",546.22,0,0,4520.07,108.54,0,101.33,0
"1562","S01008067",0,0,0,4786.55,0,0,333.47,96.94
"1563","S01008068",0,0,0,2828.23,1504.81,0,122.18,182.81
"1564","S01008069",0,0,0,2142.91,195.85,0,0,653.45
"1565","S01008070",0,0,0,2032.49,0,0,0,1151.38
"1566","S01008071",0,0,0,1518.34,437.88,0,0,170.04
"1567","S01008072",0,0,0,2433.61,380.17,0,0,0
"1568","S01008073",18.52,0,0,1858.32,0,0,101.51,0
"1569","S01008074",41.44,0,44.19,3559.43,1025.47,0,139.38,157.76
"1570","S01008075",1576.21,0,0,3060.54,0,0,2023.46,0
"1571","S01008076",567.11,0,0,1893.5,144.24,0,897.69,0
"1572","S01008077",909,178.01,0,2523.24,169.77,0,405.19,176.13
"1573","S01008078",379.2,879.03,0,2452.13,488.88,0,375.48,0
"1574","S01008079",156.37,0,0,3631.77,258.38,0,243.68,0
"1575","S01008080",877.65,0,0,2377.81,14.2,0,0,50.39
"1576","S01008081",277.01,0,0,2456.82,467.67,0,7.39,72.77
"1577","S01008082",0,0,0,3414.49,277.1,0,78.83,93.01
"1578","S01008083",0,82.67,0,2062.81,136.03,0,0,0
"1579","S01008084",0,670.25,0,3137.65,622.13,0,816.3,0
"1580","S01008085",1136.84,0,0,3256.34,8011.05,0,8881.54,0
"1581","S01008086",4606.77,1604.93,210.91,4526.25,3336.42,0,6807.27,0
"1582","S01008087",542.86,0,0,2852.75,2.05,0,0,136.67
"1583","S01008088",125.03,0,0,2436.15,126.96,0,81.83,0
"1584","S01008089",0,0,0,1377.88,384.93,0,0,0
"1585","S01008090",0,0,0,1655.56,554.32,0,141.03,0
"1586","S01008091",0,0,0,1170.45,124.55,0,0,0
"1587","S01008092",56.05,0,0,2779.94,348.03,0,52.85,0
"1588","S01008093",127.42,0,0,1980.16,365.08,0,62.8,302.14
"1589","S01008094",840.57,753.9,199.91,4586.41,321.72,0,2740.97,0
"1590","S01008095",0,0,0,1737.19,0,0,0,237.48
"1591","S01008096",689.68,0,0,2971.26,610.72,0,210.81,35.3
"1592","S01008097",0,0,0,2442.34,0,0,0,0
"1593","S01008098",0,0,0,2154.23,0,0,153.97,0
"1594","S01008099",0,0,0,1869.08,0,0,338.39,0
"1595","S01008100",754.97,0,0,2972.02,67.95,0,129.93,0
"1596","S01008101",409.15,17.21,0,1616.08,121.02,0,160.17,81.57
"1597","S01008102",0,530.72,0,1878.63,526.27,0,446.47,116.1
"1598","S01008103",0,0,0,2148.18,683.12,0,0,0
"1599","S01008104",0,0,0,2047.29,0,0,0,0
"1600","S01008105",0,599.5,0,2450.47,0,0,5.5,0
"1601","S01008106",0,258.95,0,1668.94,211.62,0,425.32,37.63
"1602","S01008107",0,1694.34,0,4817.4,1148.41,0,452.96,0
"1603","S01008108",0,0,0,1956.66,0,0,0,0
"1604","S01008109",0,0,0,2669.52,0,0,0,107.7
"1605","S01008110",0,0,0,1874.85,501.72,0,0,4.22
"1606","S01008111",0,0,0,2959.19,135.26,0,0,0
"1607","S01008112",0,0,0,2234.33,246.51,0,0,48.03
"1608","S01008113",0,0,38.97,2925.92,920.77,0,431.24,106.67
"1609","S01008114",0,0,0,1567.88,450.87,0,97.83,0
"1610","S01008115",0,0,0.13,2093.5,328.12,0,43.74,40.85
"1611","S01008116",0,0,0,2294.72,229.33,0,0,0
"1612","S01008117",0,0,0,1866.27,791.03,0,0,187.21
"1613","S01008118",1357.08,3296.25,0,4630.83,1859.66,0,3514.82,9.28
"1614","S01008119",0,0,0,2260.56,130.53,0,0,0
"1615","S01008120",0,336.68,0,1802.18,225,0,480.24,0
"1616","S01008121",0,534.76,0,2610.49,28.49,0,0,0
"1617","S01008122",0,426.04,129.02,2230.02,692.9,0,203.95,0
"1618","S01008123",0,892.55,0.45,4052.02,0,0,102.3,0
"1619","S01008124",0,36.87,0,2205.85,0,0,171.64,0
"1620","S01008125",0,961.93,0,3271.05,265.51,0,55.23,0
"1621","S01008126",62.78,372.98,0,1921.13,186.88,0,258.92,0
"1622","S01008127",788.92,0,105.41,2964.63,638.85,0,567.55,0
"1623","S01008128",0,287.83,0,2541.71,194.08,0,149.53,0
"1624","S01008129",122.24,288.65,0,1910.42,410.27,0,124.75,0
"1625","S01008130",552.58,753.01,0,2781.49,37.67,0,307.08,0
"1626","S01008131",0,56.52,0,3392.56,298.6,0,474.24,0
"1627","S01008132",914.43,0,0,4251.83,0,0,142.16,0
"1628","S01008133",390.77,0,0,2823.45,592.94,0,205.01,98.61
"1629","S01008134",450.34,0,0,2243.83,297.4,0,96.71,0
"1630","S01008135",2307.75,3513.7,61.29,2981.38,2072.35,0,3067.06,0
"1631","S01008136",286.4,6.78,0,2100.06,312.26,0,220.05,215.25
"1632","S01008137",0,0,0,1576.27,591.89,0,10.03,0
"1633","S01008138",0,0,0,2494.71,242.37,0,18.16,0
"1634","S01008139",0,0,0,2787.45,0,0,0,70.7
"1635","S01008140",0,348.78,0,1891.99,489.71,0,1.08,0
"1636","S01008141",0,481.65,0,1879.39,499.84,0,294.54,0
"1637","S01008142",0,385.35,0,1456.61,3.12,0,0,0
"1638","S01008143",0,211.15,0,3496.01,1294.4,0,343.1,0
"1639","S01008144",1570.97,3651.73,203.77,9597.73,11474.77,0,4951.01,0
"1640","S01008145",0,0,0,3193.73,824.66,0,98.81,43.31
"1641","S01008146",0,4963.79,0,2277.83,2900.62,0,4240.66,404.87
"1642","S01008147",0,10.88,0,1916.85,70.58,0,7.22,0
"1643","S01008148",0,0,0,1736.98,398.5,0,125.26,0
"1644","S01008149",0,0,0,1765.18,120.72,0,0,15.56
"1645","S01008150",0,0,0,1796.15,0,0,0,55.62
"1646","S01008151",0,0,0,1492.02,671.35,0,0,0
"1647","S01008152",810.28,30,0,3051.26,610.64,0,157,46.94
"1648","S01008153",0,77.45,0,2306.47,0,0,185.13,0
"1649","S01008154",0,470.76,0,2776.35,0,0,194.46,0
"1650","S01008155",0,0,0,2089.84,0,0,0,48.04
"1651","S01008156",3860.5,420.47,0,2886.19,0,0,6616.87,36.75
"1652","S01008157",915.29,0,0,2268.66,0,0,609.28,0
"1653","S01008158",51.05,0,0,1991.08,0,0,0,0
"1654","S01008159",727.51,0,1.72,2400.84,0,0,0,0
"1655","S01008160",472.25,101.81,299.74,2298.93,68.79,0,713.22,119.67
"1656","S01008161",1773.43,6675.22,0,4272.86,4060.15,0,13293.1,0
"1657","S01008162",4266.49,1751.01,0,3421.7,405.18,0,12443.39,161.03
"1658","S01008163",2346.91,1933.23,45.14,2085.3,1801.27,0,5256.08,54.54
"1659","S01008164",7573.22,1481.12,156.24,2743.47,919.06,0,4245.94,0
"1660","S01008165",9513.15,729.55,0,3760.44,1846.93,0,5573.26,0
"1661","S01008166",71.16,0,0,1534.35,0,0,0,0
"1662","S01008167",109.99,0,0,2218.82,0,0,93.87,0
"1663","S01008168",538.81,0,220.95,1638.28,222.2,0,0,329.47
"1664","S01008169",667.12,64.51,0,1694.68,181.03,0,886.55,0
"1665","S01008170",0,256.88,0,1437.92,0,0,257.89,0
"1666","S01008171",0,70.48,0,1563.27,0,0,0,180.42
"1667","S01008172",0,0,0,1646.86,0,0,0,37.31
"1668","S01008173",0,0,0,1846.84,0,0,0,0
"1669","S01008174",0,0,0,1261.39,0,0,85.35,98.13
"1670","S01008175",31.28,758.17,0,1408.9,0,0,61.84,0
"1671","S01008176",1594.33,0,0,3478.52,0,0,3795.67,35.68
"1672","S01008177",609.59,162.93,0,1843.61,190.3,0,332.35,0
"1673","S01008178",0,0,0,1943.02,0,0,0,0
"1674","S01008179",0,0,0,1247.09,0,0,0,0
"1675","S01008180",864,0,0,1969.98,0,0,650.27,0
"1676","S01008181",908.76,98.25,0,2179.77,0,0,368.87,0
"1677","S01008182",454.21,2.98,0,1820.13,5.95,0,36.93,0
"1678","S01008183",0,0,0,779.34,280.85,0,0,0
"1679","S01008184",341.06,0,0,1122.37,340.15,0,0,76.09
"1680","S01008185",104.34,0,0,1867.85,0,0,0,0
"1681","S01008186",407.89,0,0,1942.02,0,0,178.88,0
"1682","S01008187",0,0,0,2574.42,0,0,443.53,70.57
"1683","S01008188",794.98,26.05,0,1044.36,139.29,0,147.2,0.89
"1684","S01008189",0,0,0,1109.38,0,0,174.78,0
"1685","S01008190",0,0,0,1995.83,0,0,859.13,0
"1686","S01008191",0,222.13,0,1629.29,0,0,186.41,0
"1687","S01008192",531.88,799.99,0,1388.34,432.04,0,800.99,0
"1688","S01008193",514.67,240.71,0,1922.18,170.28,0,139.16,135.21
"1689","S01008194",398.52,283.28,0,1379.86,282.51,0,238.96,158.26
"1690","S01008195",319.21,0,0,1661.55,333.17,0,273.96,708.81
"1691","S01008196",76.77,176.81,0,2448.32,132.62,0,125.26,174.63
"1692","S01008197",0,199.44,0,2884.92,0.37,0,80.94,93.83
"1693","S01008198",0,217.63,0,1936.98,247.63,0,0,37.52
"1694","S01008199",0,386.79,0,1746.57,0,0,58.99,0
"1695","S01008200",0,420.03,0,1443.55,78.75,0,0,0
"1696","S01008201",0,504.77,0,1617.71,142.57,0,44.42,0
"1697","S01008202",0,41.78,0,1655.94,159.21,0,1.11,417.64
"1698","S01008203",0,846.82,0,843.67,276.86,0,20.03,0
"1699","S01008204",0,1190.66,245.09,3284.51,720.09,0,163.87,366.43
"1700","S01008205",0,278.36,0,1951.72,0,0,0,0
"1701","S01008206",0,0,0,2739.23,0,0,934.51,28.03
"1702","S01008207",0,0,0,1177.96,0,0,67.99,0
"1703","S01008208",0,0,0,2320.85,0,0,0,0
"1704","S01008209",0,0,0,1606.41,0,0,0,0
"1705","S01008210",0,806.3,0,2541.45,0,0,105.87,203.25
"1706","S01008211",0,555.82,0,2375.24,0,0,212.13,265.05
"1707","S01008212",0,117.34,0,1557.18,0,0,0,0
"1708","S01008213",0,0,0,2847.26,0,0,0,0
"1709","S01008214",0,770.19,0,1863.4,143.75,0,100.1,38.6
"1710","S01008215",0,0,0,1594.67,407.77,0,97.35,0
"1711","S01008216",0,0,0,1491.04,0,0,0,0
"1712","S01008217",2915.22,3755.29,20.49,2465.92,707.74,0,7938.41,0
"1713","S01008218",12751.95,5636.45,434.94,8913.76,4362.95,0,19353.15,141.63
"1714","S01008219",405.45,649.7,0,2764.78,471.59,0,435.21,0
"1715","S01008220",0,0,0,1536.14,0,0,0,0
"1716","S01008221",568.73,19.84,0,1688.8,0,0,145.4,108.89
"1717","S01008222",340.75,154.55,0,2202.16,0,0,0,0
"1718","S01008223",130.7,332.31,0,1748.93,0,0,3.84,0
"1719","S01008224",0,22.14,0,2596.59,0,0,44.37,0
"1720","S01008225",0,29.9,0,1319.13,0,0,38.3,41.24
"1721","S01008226",0,275.45,0,2614.46,0,0,132.24,0
"1722","S01008227",0,605.17,0,1147.92,0,0,71.33,0
"1723","S01008228",784.12,182.09,37.07,2010.37,597.62,0,41.03,50.19
"1724","S01008229",0,62.08,0,1409.82,0,0,0,0
"1725","S01008230",0,206.32,0,2188.5,0,0,0,0
"1726","S01008231",0,0,0,2629.34,0,0,48.83,0
"1727","S01008232",0,0,0,2297.4,0,0,81.67,0
"1728","S01008233",0,3677.63,975.39,2393.08,3616.05,0,1896.57,0
"1729","S01008234",0,428.93,0,1320.65,0,0,168.87,36.5
"1730","S01008235",717.55,3872.44,0,2901.25,1553.06,0,4753.46,55.93
"1731","S01008236",0,707.49,0,2790.76,404.48,0,263.43,150.84
"1732","S01008237",2146.9,4944.28,0,6401.32,16301.17,0,6890.8,0
"1733","S01008238",468.02,0,0,2402.31,0,0,417.11,0
"1734","S01008239",10780.67,4480.74,0,8947.86,2006.46,0,5131.27,0
"1735","S01008240",1315.48,994.7,0,3602.28,6713.24,0,5074.87,0
"1736","S01008241",0,0,0,3255.5,0,0,200.21,0
"1737","S01008242",1113.75,4262.68,150.23,4603.12,1695.28,0,2247.35,26
"1738","S01008243",11403.53,1163.6,36.92,3353.44,5593.25,0,13935.08,0
"1739","S01008244",1253.08,0,0,1364.22,125.95,0,3678.09,0
"1740","S01008245",2650.16,0,368.08,4581.32,2544.1,0,2310.74,308.14
"1741","S01008246",3055.23,7410.96,29.78,4850.86,8269.62,0,10337.75,0
"1742","S01008247",0,13673.95,0,5724.19,20827.09,0,13233.84,0
"1743","S01008248",0,16581.14,0,11048.08,33440.08,0,19867.46,0
"1744","S01008249",0,18704.15,308.67,6271.95,33329.41,0,50687.68,158.21
"1745","S01008250",30861.96,8005.68,16.72,11265.27,40042.01,0,22121.11,0
"1746","S01008251",216.22,544.59,0,2759.92,0,0,489.86,0
"1747","S01008252",852.56,310.42,725.07,2922.99,499.55,0,236.11,147.1
"1748","S01008253",863.59,159.47,44.56,2468.32,263.48,0,125.79,0
"1749","S01008254",237.55,0,273.14,2781.3,320.8,0,0,0
"1750","S01008255",556.01,0,0,1648.16,36.8,0,451.18,30.08
"1751","S01008256",323.2,0,0,1549.32,188.95,0,244.8,0
"1752","S01008257",897.29,236.83,0,1120.75,139.16,0,306.4,0
"1753","S01008258",0,0,0,2231.29,202.37,0,512.2,30.65
"1754","S01008259",224.92,517.76,0,1837.99,1366.68,0,1082.39,0
"1755","S01008260",0,0,0,1914.97,1331.96,0,904.97,97.79
"1756","S01008261",0,0,0,2485.02,63.62,0,0,0
"1757","S01008262",0,14780.56,0,3702.85,9135.71,0,9430.27,0
"1758","S01008263",777.14,1979.55,63.42,2266.88,3645.66,0,5940.61,48.37
"1759","S01008264",62.62,0,0,2146.35,290.99,0,7.39,70.13
"1760","S01008265",553.14,0,0,2711.19,0,0,243.86,0
"1761","S01008266",124.64,0,0,5422.19,0,0,680.34,99.98
"1762","S01008267",3712.22,4260.71,155.74,5904.82,3617.67,0,18688.17,96.57
"1763","S01008268",1025.95,15.9,0,3582.11,0,0,1562.06,39.76
"1764","S01008269",355.83,0,0,3356.08,0,0,791.16,0
"1765","S01008270",292.87,718.68,0,2815.02,0,0,144.35,0
"1766","S01008271",0,1024.5,0,1204.59,0,0,115.82,76.82
"1767","S01008272",777.35,8021.45,0,9417.1,13710.32,0,8810.6,0
"1768","S01008273",852.6,956.73,0,2712.55,399.35,0,335.54,0
"1769","S01008274",157.76,0,0,2184.65,0,0,0,0
"1770","S01008275",1189.93,372.75,0,2682.49,9.46,0,419.44,48.64
"1771","S01008276",918.15,0,0,1646.26,119.34,0,3016.27,0
"1772","S01008277",11284.57,0,429.64,8732.12,15526.84,0,22686.32,0
"1773","S01008278",6275.3,5749.55,0,7827.76,16460.57,0,8546.21,0
"1774","S01008279",0,629.22,0,2016.47,0,0,0,0
"1775","S01008280",4470.41,4407.06,514.04,4904.55,27459.88,0,7085.01,0
"1776","S01008281",7322.29,6489.55,1094.22,6675.33,31870.64,0,40999.33,0
"1777","S01008282",9764.3,0,0,8895.77,27819.48,0,46190.77,36.55
"1778","S01008283",4051.53,0,0,6232.95,14313.55,0,15598.25,0
"1779","S01008284",2606.2,0,0,7953.48,6126.24,0,5437.49,121.15
"1780","S01008285",296.42,0,0,1922.13,584.68,0,518.49,4.19
"1781","S01008286",210.06,0,0,1616.8,784.29,0,309.94,69.96
"1782","S01008287",814.47,0,0,2270.76,1288.29,0,459.78,0
"1783","S01008288",342.5,0,0,2087.83,1079.4,0,312.81,157.76
"1784","S01008289",51.35,0,0,1390.07,54.72,0,0,0
"1785","S01008290",872.34,0,0,2555.44,93.74,0,124.58,108.8
"1786","S01008291",461.8,0,0,2756.24,648.09,0,466.17,0
"1787","S01008292",52.1,0,0,3478.02,825.57,0,334.69,0
"1788","S01008293",0,0,0,2364.82,0,0,216.1,0
"1789","S01008294",0,0,0,3366.32,141.01,0,343.56,0
"1790","S01008295",0,0,0,2518.12,414.44,0,57.16,91.79
"1791","S01008296",40.02,0,0,1842.02,270.64,0,115.74,106.26
"1792","S01008297",0,0,0,1922.58,478.51,0,86.29,241.01
"1793","S01008298",2994.53,1425.19,0,2567.59,14191.97,0,7384.62,188.21
"1794","S01008299",0,0,0,1989.72,795.66,0,147.69,68.69
"1795","S01008300",0,0,0,1695.25,1253.33,0,587.77,0
"1796","S01008301",0,0,0,2714.53,13796.01,0,12049.14,110.49
"1797","S01008302",3574.66,7422.73,0,1962.93,12223.46,0,11310.72,0
"1798","S01008303",0,224.72,0,1188.44,243.2,0,129.52,141.74
"1799","S01008304",0,51.61,0,1553.61,802.8,0,336.37,0
"1800","S01008305",0,384.37,0,1819.27,0,0,0.21,323.73
"1801","S01008306",0,153.92,0,1356.07,0,0,0.69,81.39
"1802","S01008307",0,0,0,1374.39,331.92,0,1510.89,43.31
"1803","S01008308",0,457.97,0,2076.7,0,0,0,32.6
"1804","S01008309",366.2,0,164.33,1833.15,331.88,0,104.2,181.89
"1805","S01008310",593.1,0,0,2530.77,161.01,0,57.65,36.65
"1806","S01008311",0,0,0,960.18,179.85,0,0,0
"1807","S01008312",57.48,55.48,122.16,785.82,279.56,0,37.77,0
"1808","S01008313",196.85,31.65,0,2347.06,759.46,0,502.78,166.63
"1809","S01008314",0,137.86,59.22,1403.16,337.33,0,207.38,0
"1810","S01008315",491.71,386.23,0,1683.75,0,0,673.7,56
"1811","S01008316",0,0,0,1636.49,0,0,0,0
"1812","S01008317",1733.15,781.84,0,2380.46,1226.67,0,4206.27,0
"1813","S01008318",919.55,0,466.67,2837.88,6531.08,0,2609.54,4.21
"1814","S01008319",0,0,16.02,2235.75,193.55,0,37.64,0
"1815","S01008320",0,0,0,2895.35,123.97,0,58.16,94.45
"1816","S01008321",0,0,0,1542.61,0,0,0,0
"1817","S01008322",445.64,0,0,2057.8,188.82,0,36.34,183.61
"1818","S01008323",0,0,0,2097.22,392.53,0,0,44.99
"1819","S01008324",0,0,0,1635.26,598.2,0,274.31,39.16
"1820","S01008325",0,0,0,1779.43,0,0,0,72.99
"1821","S01008326",0,0,0,2800.37,298.77,0,50.67,65.74
"1822","S01008327",0,0,0,3166.17,0,0,0,146.08
"1823","S01008328",987.72,4826.37,210.02,8413.16,6192.86,3952.27,10138.76,192.86
"1824","S01008329",0,124.38,0,2651.67,566.44,0,0,0
"1825","S01008330",0,0,0,3032.45,42.52,0,0,0
"1826","S01008331",0,338.8,297.8,1812.16,118.2,0,5.2,90.64
"1827","S01008332",0,0,0,3742.2,1719.39,0,452.28,0
"1828","S01008333",572.99,0,392.41,4300.41,467.01,0,212.72,36.4
"1829","S01008334",0,0,0,2801.28,533.44,0,447.48,0
"1830","S01008335",580.52,0,0,2427.89,0,0,0,0
"1831","S01008336",415.52,0,0,1964.56,1289.75,0,235.47,0
"1832","S01008337",0,0,0,2428.29,437.02,0,0,0
"1833","S01008338",0,0,0,2431.36,0,0,43.2,0
"1834","S01008339",0,294.2,0,1443.86,0,0,0,0
"1835","S01008340",0,0,0,2862.97,0,0,0,0
"1836","S01008341",0,0,0,2006.14,446.09,0,0,0
"1837","S01008342",0,0,0,2407.93,112.82,0,0,109.12
"1838","S01008343",104.66,0,0,3609.93,638.12,0,61.76,0
"1839","S01008344",698.07,0,140.16,3596.63,848.12,0,243.93,55.05
"1840","S01008345",46.02,0,0,5251.34,1004.96,0,218.72,1.32
"1841","S01008346",587.45,0,0,4085.36,443.98,0,0,375.48
"1842","S01008347",0,0,0,3432.32,221.33,0,129.41,309.56
"1843","S01008348",0,0,0,2375.69,140.31,0,0,252.63
"1844","S01008349",886.73,0,0,3804.03,1424.44,0,0,239.69
"1845","S01008350",0,0,28.85,2819.63,1755.36,0,1608.85,67.93
"1846","S01008351",0,0,0,3165.2,669.53,0,127.3,0
"1847","S01008352",0,0,0,2883.08,360.77,0,56.78,0
"1848","S01008353",0,0,0,2105.13,0,0,0,0
"1849","S01008354",9636.69,5969.8,0,9427.63,16205.58,8547.63,27264.47,0
"1850","S01008355",0,729.35,0,1766.34,452.62,0,257.57,0
"1851","S01008356",0,0,0,1258.61,476.21,0,42.11,0
"1852","S01008357",0,173.34,0,2609.21,161.24,0,0,317.26
"1853","S01008358",0,1078.17,0,2622.16,349.54,0,310.55,0
"1854","S01008359",1043.8,1372.72,1044.45,3335.4,11043.28,0,42507.4,0
"1855","S01008360",0,1452.4,53.82,2188.77,191.66,0,168.98,478.42
"1856","S01008361",2630.43,820.68,0,2469.56,15421.45,0,21093.38,145.28
"1857","S01008362",0,0,65.95,2977.44,738.29,0,0,0
"1858","S01008363",0,0,0,2828.21,1106.17,0,0,0
"1859","S01008364",0,0,0,3032.46,71.11,0,0,73.75
"1860","S01008365",0,918.43,0,3799.19,4366.63,0,1806.34,144.8
"1861","S01008366",0,517.37,0,2776.41,0,0,171.6,161.99
"1862","S01008367",390.9,0,0,2620.76,0,0,98.52,45.06
"1863","S01008368",0,0,47.47,1885.34,0,0,0,99.56
"1864","S01008369",683.99,401.02,54.03,1234.44,0,0,614.62,131.53
"1865","S01008370",548.36,477.38,0,2043.23,0,0,801.72,421.97
"1866","S01008371",0,0,0,2065.04,587.82,0,3.03,234.94
"1867","S01008372",0,0,0,1969.33,172.46,0,105.15,55.21
"1868","S01008373",0,0,0,2064.57,0,0,0,0
"1869","S01008374",0,213.01,43.67,2086.4,25.27,0,37.69,56.41
"1870","S01008375",0,0,0,2319.62,0,0,0,531.87
"1871","S01008376",316.8,0,0,1516.84,17.21,0,141.83,126.83
"1872","S01008377",341.22,119.84,0,1346.28,93.66,0,47.14,375.08
"1873","S01008378",486.85,0,88.74,2526.5,989.32,0,65.52,267.23
"1874","S01008379",0,0,0,2245.61,0,0,0,0
"1875","S01008380",0,0,0,1596.74,226.28,0,350.58,37.68
"1876","S01008381",0,0,0,1945.31,0,0,0,0
"1877","S01008382",0,0,0,2602.54,0,0,0,0
"1878","S01008383",657.35,51.57,147.6,1187.01,52.05,0,0,5.48
"1879","S01008384",0,0,0,2279.44,0,0,290.05,0
"1880","S01008385",0,551.07,0,2068.11,0,0,257.67,63.01
"1881","S01008386",0,310.11,0,2040.57,0,0,0,122.17
"1882","S01008387",0,0,0,913.03,0,0,0,0
"1883","S01008388",0,0,0,953.39,0,0,0,681.84
"1884","S01008389",0,206.8,0,1943.05,0,0,158.35,401.82
"1885","S01008390",0,107.3,0,1814.33,0,0,0,96.53
"1886","S01008391",0,131.8,100.69,1723.26,0,0,211.67,941.95
"1887","S01008392",0,658.28,4.56,2807.58,2.64,0,3559.56,1370.49
"1888","S01008393",0,215.17,0,1934.05,72.01,0,116.87,1161.39
"1889","S01008394",0,141.02,0,1834.79,0,0,0.05,1038.08
"1890","S01008395",0,0,0,986.97,0,0,198.45,0
"1891","S01008396",0,0,142.38,2175.09,0,0,77.89,0
"1892","S01008397",0,0,0,3314.11,0,0,0,288.81
"1893","S01008398",0,0,0,1451.23,0,0,200.86,263.91
"1894","S01008399",40.38,0,0,1566.81,743.85,0,120.4,477.35
"1895","S01008400",0,0,0,1984.96,100.41,0,0,220.59
"1896","S01008401",268.44,0,0,2970.34,230.26,0,45.35,94.32
"1897","S01008402",1075.71,0,0,4657.6,596.72,0,338.75,57.5
"1898","S01008403",0,0,0,2107.81,0,0,0,0
"1899","S01008404",987.57,0,0,2853.26,0,0,120.42,497.77
"1900","S01008405",395.51,0,0,3080.74,0,0,0,354.64
"1901","S01008406",483.58,0,0,2431.63,328.34,0,0,726.56
"1902","S01008407",231.48,0,0,1729.37,262.44,0,38.92,36.63
"1903","S01008408",0,0,0,1286.49,508.16,0,0,91.23
"1904","S01008409",0,700.74,190.53,2365.55,1035.41,0,1947.67,168.83
"1905","S01008410",506.04,0,0,1680.6,47.2,0,0,0.57
"1906","S01008411",0,228.16,0,1327.96,0,0,301.05,225.63
"1907","S01008412",379.86,0,0,2208.82,0.66,0,58.64,199.65
"1908","S01008413",540.88,0,589.48,1408.36,0,0,1015.64,376.72
"1909","S01008414",0,0,0,1605.02,0,0,0,22.61
"1910","S01008415",0,0,0,2426.85,280.2,0,443.3,0
"1911","S01008416",13.51,513.15,0,2949.71,0,0,64.69,82.81
"1912","S01008417",2064.55,0,0,2214.74,7479.63,0,3417.49,0
