"","DataZone","A Road","B Road","Local Access Road","Local Road","Minor Road","Motorway","Restricted Local Access Road","Secondary Access Road"
"5019","S01011524",333.11,1.67,161.5,3331.48,0,0,0,0
"5020","S01011525",858.34,0,0,3623.77,600.43,1031.74,1581.78,0
"5021","S01011526",0,0,0,2908.4,642.67,0,92.6,0
"5022","S01011527",0,507.33,0,2233.82,32.16,0,0,0
"5023","S01011528",0,453.33,0,2168.18,125.27,0,0,0
"5024","S01011529",0,167.15,0,1448.1,27.56,0,76.07,0
"5025","S01011530",612.35,286.19,0,1824.58,491.8,0,40.03,0
"5026","S01011531",1219.1,162.58,62.03,5132.35,1103.08,0,99.93,0
"5027","S01011532",6880.09,1230.82,276.67,8880.56,1998.11,0,1474.66,0
"5028","S01011533",207.13,137.08,0,1444.59,256.22,0,0,0
"5029","S01011534",442.14,322.82,0,1825.61,79.19,0,193.69,0
"5030","S01011535",792.92,784.12,0,2539.89,430.48,190.32,0,0
"5031","S01011536",318.51,0,0,1554.76,253.75,0,0,0
"5032","S01011537",0,259.21,0,1200.29,0,0,0,0
"5033","S01011538",924.46,45.3,0,2201.57,3.66,0,0,160.72
"5034","S01011539",0,165.37,0,1114.66,505.97,0,23.18,0
"5035","S01011540",0,0,0,2239.71,929,0,0,0
"5036","S01011541",0,0,0,3191.73,364.54,0,0,0
"5037","S01011542",4529.08,777.97,0,3086.01,763.06,4464.17,1281.13,0
"5038","S01011543",0,0,0,2220.26,262.28,0,0,0
"5039","S01011544",0,0,0,1641.2,2.9,0,0,0
"5040","S01011545",0,0,66.38,1709.04,671.13,0,493.4,0
"5041","S01011546",0,163.17,0,1827.8,0,0,0,0
"5042","S01011547",323.61,176.16,0,1520.18,0,0,0,0
"5043","S01011548",183.36,361.51,0,2419.27,0,0,0,0
"5044","S01011549",0,405.63,0,2818.16,0,0,0,0
"5045","S01011550",685.28,186.75,0,2152.24,0,382,107.84,0
"5046","S01011551",990.78,930.02,0,2484.44,1.12,3479.84,1087.52,0
"5047","S01011552",5029.65,0,0,4969.21,2059.76,3322.7,4686.53,0
"5048","S01011553",0,0,0,2276.81,0,0,0,0
"5049","S01011554",2070.54,0,0,2373.36,439.69,0,90.66,0
"5050","S01011555",0,0,0,1534.75,0,0,223.46,0
"5051","S01011556",690.04,0,0,1497.43,0,0,282,0
"5052","S01011557",0,0,0,2338.63,452.8,0,0,0
"5053","S01011558",61.21,0,0,1575.02,690.04,0,204.52,0
"5054","S01011559",0,0,0,1381.54,0,0,0,0
"5055","S01011560",0,0,0,1957.37,0,0,0,0
"5056","S01011561",0,0,0,1014.48,663.67,0,7.74,0
"5057","S01011562",0,0,0,1566.53,198.69,0,0,0
"5058","S01011563",0,0,0,1420.1,612.55,0,0,0
"5059","S01011564",0,0,0,1922.48,959.63,0,135.23,0
"5060","S01011565",0,0,0,2042.59,206.59,0,0,0
"5061","S01011566",707.96,0,0,2397.66,898.46,0,882.65,0
"5062","S01011567",0,0,0,2368.02,0,0,99.46,0
"5063","S01011568",0,0,0,1916.55,404.67,0,676.73,189.49
"5064","S01011569",0,0,0,2214.19,365.76,0,227.94,56.79
"5065","S01011570",0,0,0,1419.9,384.71,0,0,71.23
"5066","S01011571",278.3,320.07,0,796.51,214.3,0,88.95,0
"5067","S01011572",320.86,363.96,174.08,1820.84,0,0,0,83.8
"5068","S01011573",0,261.7,216.71,3366.71,0,0,0,0
"5069","S01011574",0,0,0,1592.71,116.81,0,35.81,0
"5070","S01011575",0,0,0,1161.27,0,0,0,0
"5071","S01011576",110.82,0,159.69,906.96,583.4,0,0,0
"5072","S01011577",360.9,0,0,1423.7,30.85,0,0,0
"5073","S01011578",81.05,405.52,0,1672.08,0,0,0,0
"5074","S01011579",0,0,0,3677.7,15.09,0,0,0
"5075","S01011580",4.46,153.63,3.25,2655.85,0,0,150.83,0
"5076","S01011581",804.14,206.86,51.26,1821.45,516.05,0,0,0
"5077","S01011582",0,0,0,2331.37,1296.6,0,0,100.23
"5078","S01011583",0,0,0,1281.93,350.9,0,0,0
"5079","S01011584",0,0,0,1357.55,0,0,0,0
"5080","S01011585",0,0,0,1629.69,997.48,0,0,0
"5081","S01011586",0,0,45.71,1286.38,297.91,0,0,0
"5082","S01011587",0,0,0,1604.99,500.24,0,0,0
"5083","S01011588",0,0,0,1800.94,511.92,0,0,0
"5084","S01011589",0,0,0,2604.53,348.03,0,0,41.01
"5085","S01011590",0,0,0,1667.55,620.7,0,19.41,351.25
"5086","S01011591",0,0,0,1426.99,439.71,0,0,360.78
"5087","S01011592",0,2.72,0,3041.88,673.62,0,79.55,0
"5088","S01011593",0,469.03,0,2358.53,0,0,364.52,0
"5089","S01011594",0,998.51,0,1231.38,0,0,353.08,138.2
"5090","S01011595",0,2.34,0,1561.36,98.3,0,9.2,0
"5091","S01011596",233.37,953.61,0,3249.95,318.82,0,505.47,90.08
"5092","S01011597",21.17,452.72,0,1477.59,35.17,0,767.7,0
"5093","S01011598",0,36.41,0,165.39,0,0,112.08,0
"5094","S01011599",3.54,65.02,0,2240.37,117.09,0,0.1,0
"5095","S01011600",878.84,399.7,0,2190.47,78.2,0,762.14,0
"5096","S01011601",1553.52,119.03,0,3393.53,86.64,0,1057.47,0
"5097","S01011602",844.06,745.21,0,4960.88,547.58,0,642.25,0
"5098","S01011603",0,0,0,2242.54,0,0,14.72,177.74
"5099","S01011604",0,0,0,1466.78,0,0,0,38.19
"5100","S01011605",145.42,0,0,2349,0,0,0,0
"5101","S01011606",0,0,0,2223.28,489.23,0,0,0
"5102","S01011607",0,0,0,1390.84,189.71,0,0,0
"5103","S01011608",0,0,0,2424.03,106.87,0,0,37.95
"5104","S01011609",0,240.18,0,2122.31,0,0,0,0
"5105","S01011610",0,69.75,0,2406.73,745.98,0,0,0
"5106","S01011611",0,0,0,2615.37,1093.82,0,187.31,0
"5107","S01011612",0,0,0,1735.57,125.83,0,0,43.94
"5108","S01011613",0,1121.91,637.54,4506.69,479.76,0,1549.88,0
"5109","S01011614",0,574.04,0,1038.22,0,0,0,0
"5110","S01011615",0,0,0,2140.07,0,0,0,0
"5111","S01011616",0,416.64,0,1535.65,0,0,163.21,0
"5112","S01011617",0,0,0,2490.95,0,0,0,39.5
"5113","S01011618",0,0,0,1388.62,117.96,0,0,0
"5114","S01011619",0,472.78,0,2299.13,455.24,0,0,0
"5115","S01011620",0,198.95,0,2868.25,0,0,0,0
"5116","S01011621",0,0,0,1631.13,0,0,0,0
"5117","S01011622",538.44,0,0,2257.88,9.29,0,0,0
"5118","S01011623",259.92,0,0,1306.1,537.84,0,0,6.91
"5119","S01011624",527.36,0,0,3167.54,915.92,0,184.73,0
"5120","S01011625",0,0,0,914.86,201.06,0,38.54,0
"5121","S01011626",0,0,0,1767.85,474.7,0,0,0
"5122","S01011627",0,231.87,0,1433.54,178.73,0,0,0
"5123","S01011628",0,561.18,265.37,2704.42,424.76,0,387.94,0
"5124","S01011629",0,225.26,0,1744.83,131.46,0,55.86,0
"5125","S01011630",1106.84,57.4,0,1607.5,452.72,0,0,102.96
"5126","S01011631",0,212.29,0,1164.53,257.6,0,0,0
"5127","S01011632",0,269.59,0,1217.45,333.79,0,0,0
"5128","S01011633",0,0,0,985.34,931.03,0,153.64,0
"5129","S01011634",0,507.79,0,825.53,541.89,0,44.91,0
"5130","S01011635",997.36,9,0,1220.77,703.19,0,0,0
"5131","S01011636",0,0,0,1753.39,319.86,0,0,0
"5132","S01011637",0,0,0,1695.16,530.34,0,0,0
"5133","S01011638",35.95,0,0,1291.26,369.04,0,143.16,0
"5134","S01011639",0,0,0,1017.62,267.2,0,0,0
"5135","S01011640",0,0,0,1555.28,0,0,0,0
"5136","S01011641",0,990.59,0,1316.42,0,0,40.77,0
"5137","S01011642",0,361.05,92.97,1917.27,0,0,215.24,0
"5138","S01011643",849.61,893.6,118.53,2532.77,1224.97,0,1063.94,0
"5139","S01011644",0,33.44,0,1730.24,0,0,91.86,153.24
"5140","S01011645",0,95.86,0,1626.21,0,0,0,0
"5141","S01011646",0,269.01,0,2101.1,149.67,0,0.22,0
"5142","S01011647",0,0,0,2181.37,351.2,0,8.7,0
"5143","S01011648",0,0,0,2686.78,0,0,0,0
"5144","S01011649",0,0,167.49,1416.42,588.6,0,581.31,0
"5145","S01011650",48.51,0,0,2445.88,741.72,0,0,0
"5146","S01011651",322.68,0,0,2015.86,763.3,0,125.7,0
"5147","S01011652",198.7,0,207.92,2469.25,506.84,0,1134.73,0
"5148","S01011653",162.34,0,0,2215.31,0,0,0,0
"5149","S01011654",1491.47,132,0,2631.68,563.54,0,67.41,0
"5150","S01011655",221.33,0,0,1760.39,280.77,0,0,84.65
"5151","S01011656",0,0,0,1721.55,392.38,0,0,0
"5152","S01011657",0,227.38,0,1132.56,393.23,0,0,0
"5153","S01011658",0,0,0,1599.19,88.83,0,0,0
"5154","S01011659",0,380.42,0,2627.01,0,0,259,0
"5155","S01011660",0,413.64,0,2255.75,617.72,0,265.02,0
"5156","S01011661",0,0,0,1478,338.42,0,0,0
"5157","S01011662",0,0,0,1640.79,0,0,0,0
"5158","S01011663",0,0,0,1320.08,0,0,97.05,0
"5159","S01011664",0,0,0,2714.28,26.3,0,16.31,0
"5160","S01011665",432.34,428.47,0,716.99,6.7,0,110.6,0
"5161","S01011666",176.19,324.22,55.69,3072.8,270.53,0,742.86,0
"5162","S01011667",1416.74,123.42,0,2076.32,177.68,0,273.06,0
"5163","S01011668",484.02,222.85,0,2420.34,0,0,53.91,126.45
"5164","S01011669",646.74,238.35,0,1393.19,482.65,0,0,0
"5165","S01011670",219.09,0,0,970,283.49,0,0,0
"5166","S01011671",712.46,0,0,1735,268.8,0,72.56,0
"5167","S01011672",460.16,0,0,1630.8,0,0,192.02,0
"5168","S01011673",205.52,138.68,0,1608.69,0,0,0,0
"5169","S01011674",1052.57,373.03,0,3386.76,454.31,0,938.32,0
"5170","S01011675",431.89,0,0,2496.7,764.52,0,379.89,0
"5171","S01011676",0,0,0,1507.2,0,0,0,0
"5172","S01011677",0,0,0,2174.03,336.8,0,0,0
"5173","S01011678",698.82,0,0,1093.21,99.46,0,36.95,0
"5174","S01011679",76.62,0,39.42,2043.38,0,0,36.57,0
"5175","S01011680",0,106.88,0,3863.1,0,0,124.87,114.83
"5176","S01011681",0,0,0,2368.68,0,0,0,33.63
"5177","S01011682",7198.54,6194.2,2308.1,7713.6,20149.43,2779.39,20323.98,0
"5178","S01011683",318.22,6365.69,498.6,7944.77,15108.63,0,5626.42,0
"5179","S01011684",0,1205.95,0,873.33,870.9,0,501.01,0
"5180","S01011685",5203.94,3527.96,0,3074.01,9125.13,0,6760.42,0
"5181","S01011686",0,755.77,0,2463.05,0,0,292.17,46.1
"5182","S01011687",0,1742.58,0,1981.33,2799.43,0,2770.28,181.74
"5183","S01011688",0,5216.67,0,3954.43,7777.28,0,7132.2,0
"5184","S01011689",1762.77,2773.52,636.74,2549.68,17591.3,132.11,4120.18,0
"5185","S01011690",0,729.01,10.04,2914.52,405.68,0,345.81,171.06
"5186","S01011691",0,1256.64,0,1540.3,25.32,0,326.61,0
"5187","S01011692",0,0,0,2771.51,0,0,121.77,0
"5188","S01011693",664.35,25.24,55.69,2060.86,687.1,9.15,95.88,918.02
"5189","S01011694",54.66,261.02,0,1297.51,0,0,63.29,0
"5190","S01011695",7395.69,2570.52,100.54,7494.56,9804.97,6381.87,11294.57,1.91
"5191","S01011696",0,0,0,3006.47,391.14,0,0,0
"5192","S01011697",0,0,533.15,2234.02,1036.21,0,0,101.56
"5193","S01011698",0,0,0,2908.2,0,0,2061.36,0
"5194","S01011699",688.47,0,191.11,2459.86,0,0,367.38,213.18
"5195","S01011700",69.13,0,0,2376.93,0,0,0,0
"5196","S01011701",1245.95,0,64.31,3717.61,587.87,0,1268.84,216.19
"5197","S01011702",0,260.61,0,1946.99,949.32,0,0,0
"5198","S01011703",4515.85,3448.18,976.51,3445.6,9498.05,7513.22,8014.69,413.17
"5199","S01011704",312.81,0,187.04,2764.9,0,0,231.62,86.13
"5200","S01011705",1058.59,0,0,2358.83,5.79,0,567.84,79.62
"5201","S01011706",1825.35,480.01,0,3403.7,139.72,0,718.83,426.19
"5202","S01011707",0,445.51,0,2577.07,0,0,12.12,0
"5203","S01011708",0,0,0,1681,1077.28,0,76.68,0
"5204","S01011709",0,0,213.42,3303,2330.08,0,713.8,4.36
"5205","S01011710",0,0,0.22,1158.94,0,0,0,0
"5206","S01011711",0,0,0,1191.68,189.18,0,0,97.02
"5207","S01011712",480.74,0,0,889.52,149.33,0,0,0
"5208","S01011713",0,0,0,2765.27,990.55,0,316.7,0
"5209","S01011714",83.56,0,0,1184.7,7.94,0,0,0
"5210","S01011715",74.34,0,0,1355.68,170.34,0,0,0
"5211","S01011716",0,0,0,2426.4,301.36,0,0,0
"5212","S01011717",0,0,0,2102.43,100.16,0,0,0
"5213","S01011718",1498.82,0,0,2184.62,2104.97,7503.7,3309.06,0
"5214","S01011719",0,0,0,3953.71,5021.76,300.65,2694.18,0
"5215","S01011720",0,0,0,1958.51,361.47,0,0,0
"5216","S01011721",0,0,0,1184.92,0,189.81,0,0
"5217","S01011722",0,446.29,0,1888.84,1.98,597.53,71.15,0
"5218","S01011723",0,194.9,0,2170.18,321.32,0,3.4,0
"5219","S01011724",0,0,0,1911.63,0,0,0,0
"5220","S01011725",0,171.86,0,1611.96,0,0,0,0
"5221","S01011726",0,0,474.28,1929.41,0,0,240.14,0
"5222","S01011727",1209.66,1736.34,170.14,3517.01,2077.6,2736.4,819.65,0
"5223","S01011728",602.13,0,0,1309.73,2144.56,1156.49,42.14,0
"5224","S01011729",0,203.78,0,1891.39,131.46,0,0,0
"5225","S01011730",0,659.01,0,2397.57,508.99,0,0,0
"5226","S01011731",0,0,0,1346.24,181.03,0,0,0
"5227","S01011732",0,0,132.33,2204.72,346.54,0,0,0
"5228","S01011733",0,0,0,1370.19,206.8,0,0,0
"5229","S01011734",1248.43,0,0,1833.87,319.92,0,421.32,0
"5230","S01011735",386.88,0,0,2369.99,351.95,0,20.11,0
"5231","S01011736",0,0,0,862.09,322.45,0,0,0
"5232","S01011737",11.92,155.91,0,1033.76,331.6,0,0,0
"5233","S01011738",0,4668.11,0,7335.79,21329.25,0,10634.75,0
"5234","S01011739",0,0,0,1495.88,63.63,0,12.56,0
"5235","S01011740",0,0,0,1875.61,289.45,0,0,0
"5236","S01011741",0,29.92,0,1054.21,222.9,0,0,0
"5237","S01011742",1556.89,910.24,0,1150.32,875.46,0,0,0
"5238","S01011743",427.64,0,0,1902.26,403.79,0,0,0
"5239","S01011744",107.87,0,0,2046.45,334.85,420.84,99.05,0
"5240","S01011745",1742.22,383.25,0,3969.41,1553.48,0,886.82,0
"5241","S01011746",0,0,0,768.44,273.64,0,274.42,0
"5242","S01011747",0,0,0,737.31,108.99,0,745.79,0
"5243","S01011748",0,0,0,625.19,0,0,0,0
"5244","S01011749",0,313.98,0,793.69,40.43,0,0,0
"5245","S01011750",0,255.09,0,1357.38,526.29,0,0,0
"5246","S01011751",188.5,497.4,0,1125.37,437.18,0,0,0
"5247","S01011752",934.79,0,0,1213.61,353.53,0,0,0
"5248","S01011753",0,0,0,2843.13,741,0,0,0
"5249","S01011754",0,0,0,1577.7,230.17,0,63.17,0
"5250","S01011755",0,0,0,1014.57,0,0,0,0
"5251","S01011756",0,0,0,1680.19,175.35,0,0,0
"5252","S01011757",0,0,0,1684.04,622.56,0,53.98,0
"5253","S01011758",0,0,0,866.62,290.34,0,0,0
"5254","S01011759",0,0,0,960.56,324.75,0,0,0
"5255","S01011760",0,0,0,1115.51,797.08,0,0,0
"5256","S01011761",0,0,0,1384.28,219.65,0,0,0
"5257","S01011762",0,0,55.82,731.14,332.59,0,0,0
"5258","S01011763",0,0,0,1308.86,371.47,0,0,0
"5259","S01011764",0,0,0,484.08,335.32,0,0,0
"5260","S01011765",0,0,0,2454.11,986.39,0,0,0
"5261","S01011766",1005.48,2445.6,1326.9,5563.09,4393.37,3654.96,3470.85,0
"5262","S01011767",0,0,0,2576.25,786.01,1184.58,36.37,0
"5263","S01011768",0,0,0,2274.69,0,201.36,0,0
"5264","S01011769",921.81,0,0,1154.26,510.14,0,0,0
"5265","S01011770",0,0,0,1729.64,236.37,98.34,0,0
"5266","S01011771",0,0,0,1869.61,812.71,459.11,0,0
"5267","S01011772",0,0,0,5419.03,869.9,0,1.55,0
"5268","S01011773",0,0,0,1590.1,81.92,0,0,0
"5269","S01011774",0,0,0,2037.01,1262.38,0,0,0
"5270","S01011775",0,0,0,2671.06,1427.09,598.59,1500.3,0
"5271","S01011776",0,0,99.45,3475.23,776.37,0,737.91,0
"5272","S01011777",0,0,0,1467.17,568.66,0,0,0
"5273","S01011778",0,0,0,2074.73,272.07,0,41.81,0
"5274","S01011779",0,0,0,3098.32,1067.71,0,130.57,0
"5275","S01011780",0,0,0,3495.5,1021.08,0,0,0
"5276","S01011781",0,0,0,1769.43,0,0,0,0
"5277","S01011782",31.18,0,0,2808.75,354.84,632.55,0,0
"5278","S01011783",0,0,0,2157.71,431.2,0,0,0
"5279","S01011784",46.26,778.7,55.17,2085.19,211.43,0,43.34,0
"5280","S01011785",0,0,0,1647.02,1058.7,0,0,0
"5281","S01011786",0,14.06,0,889.88,101.04,0,60.19,0
"5282","S01011787",0,0,0,2509.08,617.39,0,236.44,0
"5283","S01011788",0,0,0,3094.68,526.63,0,523.38,129.98
"5284","S01011789",1981.86,5308.56,1319.63,7558.63,13765.7,537.02,12395.35,0
"5285","S01011790",147.61,0,0,3945.18,878.87,0,248.42,0
"5286","S01011791",0,0,0,1881.74,369.47,0,0,0
"5287","S01011792",1151.62,226.98,341.97,3148.81,186.21,0,105.31,0
"5288","S01011793",1518.07,0,419.69,4193.59,6291.56,0,21314.74,0
"5289","S01011794",0,0,0,1600.8,487,0,0,0
"5290","S01011795",0,528.88,0,1309.75,180.46,0,0,0
"5291","S01011796",0,351.21,0,2360.8,60.18,0,85.66,0
"5292","S01011797",1156.69,213,117.26,3902.75,168.6,0,471.48,0
"5293","S01011798",55.38,0,144.31,1728.3,0,0,0,0
"5294","S01011799",0,0,0,3292.67,0,0,0,13.77
"5295","S01011800",0,0,0,1190.59,0,0,640.85,107.21
"5296","S01011801",0,0,0,1323.58,0,0,84.72,0
"5297","S01011802",0,0,0,2290.63,0,0,90.7,0
"5298","S01011803",2649.51,70.41,0,3122.83,6521.89,0,8853.82,0
"5299","S01011804",738.5,0,0,1361.91,1227.4,0,443.26,173.94
"5300","S01011805",1060.42,0,0,1293.24,1395.87,0,411.27,0
"5301","S01011806",6477.09,0,0,8778.44,13160.76,0,10839.3,64.11
"5302","S01011807",15930.98,21168.94,41.21,20389.78,30026.37,0,38328.44,0
"5303","S01011808",6674.96,0,0,7372.72,7587.51,0,4834.19,70.42
"5304","S01011809",14806.08,0,556.01,10672.93,24174.61,0,21785.44,0
"5305","S01011810",15413.46,156.47,210.35,9400.73,36437.66,0,26170.19,0
"5306","S01011811",19338.83,15888.89,0,8441.05,45274.84,0,42176.12,0
"5307","S01011812",16303.42,2233.07,75.22,5327.33,27069.93,0,26650.88,0
"5308","S01011813",9879.44,264.99,0,9177.83,5824.24,0,16625,99.51
"5309","S01011814",9732.65,12112.47,0,24331.13,16791.4,0,28386.43,0
"5310","S01011815",8737.68,0,0,8418.33,22590.12,0,26561.23,0
"5311","S01011816",0,0,615.63,7644.53,6616.22,0,4829.17,0
"5312","S01011817",12167.05,2814.2,176.9,15975.05,14038.37,0,13423.12,0
"5313","S01011818",1566.62,0,0,5079.29,341.61,0,62.84,152.59
"5314","S01011819",78.88,0,0,3055.37,116.06,0,180.81,113.02
"5315","S01011820",937.78,0,119.53,2615.82,602.53,0,312.82,0
"5316","S01011821",1760.67,0,0,1815.35,889.86,0,253.23,0
"5317","S01011822",1520.71,0,0,1389.68,1046.09,0,276.36,0
"5318","S01011823",562.49,0,178.89,1875.29,1423.45,0,351.63,27.98
"5319","S01011824",0,0,0,1936.86,4.88,0,0,0
"5320","S01011825",61.64,391.61,0,2783.25,680.25,0,358.59,35.72
"5321","S01011826",242.15,332.99,234.01,2765.01,1073.56,0,88.48,0
"5322","S01011827",0,44031.1,0,11244.32,37003.67,0,47665.54,0
"5323","S01011828",14409.6,12293.39,292.16,14124.45,24899.18,0,38305.05,0
"5324","S01011829",4871.38,0,0,1147.83,11433.48,0,12052.7,0
"5325","S01011830",0,28581.41,0,12598.57,26268.28,0,32039.28,77.17
"5326","S01011831",0,44269.38,175.45,16620.56,50317.11,0,40530.95,0
"5327","S01011832",0,28452.64,0,17301.79,47005.57,0,43632.69,0
"5328","S01011833",9033.01,0,1599.87,3583.59,19098.89,0,20775.37,149.61
"5329","S01011834",3061.02,3171.26,468.23,3940.81,10793.81,8650.33,9714.28,0
"5330","S01011835",0,8699.15,0,3854.59,13103.34,7053.03,24773.37,0
"5331","S01011836",1788.57,12937.33,135.97,3303.48,1172.42,465.54,9985.33,104.01
"5332","S01011837",8991.95,3329.16,631.32,3302.56,3920.52,221.57,11133.88,0
"5333","S01011838",458.75,884.24,418.32,2530.18,63.73,0,718.41,41.6
"5334","S01011839",239.69,0,52.5,2749.41,476.7,0,60.55,153.14
"5335","S01011840",1667.56,72.65,964.15,3742.19,0,1305.96,200.31,51.69
"5336","S01011841",0,607.02,108.96,3611.72,0,0,162.71,47.12
"5337","S01011842",0,953.61,170.74,2959,0,0,149.59,0
"5338","S01011843",19657.63,9905.12,3706.6,2926.18,18637.45,0,39359.69,0
"5339","S01011844",2059.65,2619.57,234.54,2674.64,10035.4,4302.88,4513.36,67.17
"5340","S01011845",1775.68,1849.02,0,2043.98,1765.34,1773.59,1546.53,0
"5341","S01011846",5802.13,1937.85,65.26,2649.93,24289.7,2339.09,14336.79,145.04
"5342","S01011847",9443.3,5222.25,0,1565.59,4288.24,0,30050.26,0
"5343","S01011848",4817.83,8685.31,0,3907.9,13577.07,0,39560.08,0
"5344","S01011849",6192.52,2529.99,0,3285.41,13576.48,0,14676.01,189.17
"5345","S01011850",23071.88,1430.19,5080.25,12655.4,23281.78,0,29726.53,0
"5346","S01011851",7193.79,0,402.98,3599.42,16854.48,0,7975.13,0
"5347","S01011852",576.93,308.4,92.85,3403.23,0,0,1285.29,246.27
"5348","S01011853",1041.46,22.02,0,1477.08,742.24,0,929.72,139.29
"5349","S01011854",573.92,0,265.6,2484.2,674.89,0,1805.34,176.47
"5350","S01011855",581.52,0,0,2394.6,0,0,663.41,63
"5351","S01011856",67.56,0,314.25,2820.77,2580.3,0,153.56,0
"5352","S01011857",5659.88,5685.48,2856.4,4231.92,26395.66,0,27970.36,0
"5353","S01011858",263.95,1122.44,240.51,3321.12,15939.84,0,25069.6,0
"5354","S01011859",0,7053.45,216.65,3605.95,13693.79,0,8034.37,0
"5355","S01011860",17131.52,1.9,3331.11,2189.9,22351.04,0,77084.36,27.77
"5356","S01011861",16605.39,83.2,4432.5,3081.19,17040.55,0,75689.71,187.54
"5357","S01011862",669.88,0,0,4665.28,1074.33,0,781.76,48.09
"5358","S01011863",656.71,0,0,4405.54,167.84,0,678.32,48.57
"5359","S01011864",526.18,0,0,2821.32,676.69,0,309.58,36.82
"5360","S01011865",574.35,3.17,0,1665.55,1054.84,0,154.65,0
"5361","S01011866",0,0,0,2963,0,0,8.69,0
"5362","S01011867",0,0,0,3031.86,466.47,0,57.62,44.93
"5363","S01011868",626.23,0,0,2405.98,158.23,0,324.45,79.69
"5364","S01011869",188.63,0,0,1670.77,821.29,0,389.79,0
"5365","S01011870",1035.3,470.46,188.84,1801.87,902.81,0,1976.76,0
"5366","S01011871",9819.18,9242.97,2055.65,7868.94,35857.22,0,44608.13,0
"5367","S01011872",11740.12,0,9635.09,9659.38,49150.14,0,41285.32,79.96
"5368","S01011873",6919.24,2031.11,2457.39,3112.63,14737.37,180.36,15445.95,164.51
"5369","S01011874",843.4,0,0,2529.54,1188.79,0,1572.06,66.23
"5370","S01011875",0,0,88.65,2824.77,2045.99,0,1546.25,0
"5371","S01011876",2190.79,21993.87,1581.02,4401.48,15394.92,0,36001.73,0
"5372","S01011877",1786.58,7407.71,1123.06,1143.71,3642.8,0,10435.32,0
"5373","S01011878",4313.66,4257.89,2769.23,13976.8,18383.28,13398.87,23768.5,56.02
"5374","S01011879",0,1737.73,477.74,999.48,4320.77,1250.57,1033.78,0
"5375","S01011880",518.31,2021.26,1566.32,1315.47,36294.5,2363.87,25674.56,0
"5376","S01011881",745.19,359.82,0,2297.62,1562.99,94.74,882.33,41.01
"5377","S01011882",375.42,0,0,2847.19,709.5,134.16,0,0
"5378","S01011883",37.71,3961.18,0,4177.04,10767.13,825.02,13933.82,0
"5379","S01011884",9541.29,3020.89,0,6820.6,15736.83,9057.35,34776.5,0
"5380","S01011885",4031.04,0,0,2998.3,1314.69,0,6053.49,0
"5381","S01011886",1164.71,0,0,2545.33,1803.47,0,1050.04,0
"5382","S01011887",0,0,0,2141.28,0,0,0,50.78
"5383","S01011888",334.7,0,0,2743.85,0,0,197.5,0
"5384","S01011889",0,0,0,3533.62,0,0,0,0
"5385","S01011890",87.45,0,0,2295.89,688.24,0,311.53,0
"5386","S01011891",1627.57,0,0,2395.69,1702.21,0,647.74,0
"5387","S01011892",0,0,0,1450.54,755.97,0,57.81,37.6
"5388","S01011893",199.41,0,0,2616.23,1712.95,0,3268.36,47.61
"5389","S01011894",0,0,962.56,927.87,955.55,0,3061.89,0
"5390","S01011895",611.55,0,0,2305.83,759.75,0,253.54,34.5
"5391","S01011896",0,0,0,2030.85,538.12,0,207.77,75.1
"5392","S01011897",731.08,0,0,3039.26,218.58,0,83.18,0
"5393","S01011898",0,0,943.4,2246.21,284.84,0,222.04,0
"5394","S01011899",979.13,0,0,2864.16,647.13,609.47,443.54,0
"5395","S01011900",70.04,0,35.25,2580.28,988.12,0,179.91,0
"5396","S01011901",536.64,62.48,0,2970.37,697.21,0,540.48,212.43
"5397","S01011902",0,0,0,3263.41,1925.3,0,745.89,0
"5398","S01011903",0,0,0,3058.27,1029.38,0,0,0
"5399","S01011904",0,0,0,1930.48,1099.64,0,0,0
"5400","S01011905",241.34,0,0,2372.51,1048.84,0,145.81,0
"5401","S01011906",0,0,0,1313.35,983.77,0,0,0
"5402","S01011907",0,0,0,2150.59,123.42,0,0,0
"5403","S01011908",1351.42,0,0,882.65,614.07,0,1544.03,0
"5404","S01011909",2445.04,0,16.53,2529.05,139.09,0,694.12,0
"5405","S01011910",0,0,0,1528.14,376.79,0,0,0
"5406","S01011911",27.97,0,0,1574.07,383.14,0,206.26,245.6
"5407","S01011912",0,0,0,1611.56,82.95,0,0,0
"5408","S01011913",193.12,0,0,1198.4,1062.56,0,0,94.85
"5409","S01011914",0,0,0,1825.87,320.4,0,1.22,67.49
"5410","S01011915",0,0,0,1654.58,412.47,0,60.17,0
"5411","S01011916",0,0,0,680.58,646.14,0,46.44,36.97
"5412","S01011917",0,0,0,1502.6,0,0,165.21,190.3
"5413","S01011918",267.14,0,0,1663.03,5.68,0,56.29,0
"5414","S01011919",621.51,0,0,1069.32,170.81,0,928.75,0
"5415","S01011920",103.86,0,0,873.94,521.31,0,60.12,43.84
"5416","S01011921",499.15,0,0,823.91,17.64,0,552.58,322.14
"5417","S01011922",0,0,0,720.99,369.86,0,0,0
"5418","S01011923",38.88,0,0,2284.59,1421,0,260.97,0
"5419","S01011924",0,0,0,584.12,419.87,0,0,0
"5420","S01011925",2449.41,0,0,6257.05,1616.58,0,3267.67,0
"5421","S01011926",0,0,0,644.31,461.13,0,72.81,0
"5422","S01011927",0,0,0,466.03,247.14,0,0,0
"5423","S01011928",2709.57,0,0,2362.68,4792.75,0,8319.11,118.88
